Rok,Miesiąc,Rodzaj świadczenia,Rozopznanie (Kod ICD-10),Liczba świadczeń,Kategoria
2018,marzec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),17,Rowerzyści
2018,marzec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",145,Rowerzyści
2018,marzec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2018,marzec,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),5,Rowerzyści
2018,marzec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2018,marzec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),18,Rowerzyści
2018,marzec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),58,Rowerzyści
2018,marzec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),144,Rowerzyści
2018,kwiecień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),127,Rowerzyści
2018,kwiecień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),73,Rowerzyści
2018,kwiecień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),24,Rowerzyści
2018,kwiecień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",380,Rowerzyści
2018,kwiecień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),7,Rowerzyści
2018,kwiecień,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),5,Rowerzyści
2018,kwiecień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),6,Rowerzyści
2018,kwiecień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),118,Rowerzyści
2018,kwiecień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),257,Rowerzyści
2018,kwiecień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),433,Rowerzyści
2018,maj,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),126,Rowerzyści
2018,maj,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),119,Rowerzyści
2018,maj,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),57,Rowerzyści
2018,maj,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",503,Rowerzyści
2018,maj,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),8,Rowerzyści
2018,maj,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),5,Rowerzyści
2018,maj,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),8,Rowerzyści
2018,maj,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),158,Rowerzyści
2018,maj,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),386,Rowerzyści
2018,maj,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),612,Rowerzyści
2018,czerwiec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),156,Rowerzyści
2018,czerwiec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),114,Rowerzyści
2018,czerwiec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),38,Rowerzyści
2018,czerwiec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",464,Rowerzyści
2018,czerwiec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),15,Rowerzyści
2018,czerwiec,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),6,Rowerzyści
2018,czerwiec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),14,Rowerzyści
2018,czerwiec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),151,Rowerzyści
2018,czerwiec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),367,Rowerzyści
2018,czerwiec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),584,Rowerzyści
2018,lipiec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),173,Rowerzyści
2018,lipiec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),97,Rowerzyści
2018,lipiec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),32,Rowerzyści
2018,lipiec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",421,Rowerzyści
2018,lipiec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),17,Rowerzyści
2018,lipiec,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),13,Rowerzyści
2018,lipiec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),10,Rowerzyści
2018,lipiec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),141,Rowerzyści
2018,lipiec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),380,Rowerzyści
2018,lipiec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),552,Rowerzyści
2018,sierpień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),181,Rowerzyści
2018,sierpień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),117,Rowerzyści
2018,sierpień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),34,Rowerzyści
2018,sierpień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",459,Rowerzyści
2018,sierpień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),11,Rowerzyści
2018,sierpień,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),5,Rowerzyści
2018,sierpień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),7,Rowerzyści
2018,sierpień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),144,Rowerzyści
2018,sierpień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),402,Rowerzyści
2018,sierpień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),655,Rowerzyści
2018,wrzesień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),155,Rowerzyści
2018,wrzesień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),87,Rowerzyści
2018,wrzesień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),26,Rowerzyści
2018,wrzesień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",465,Rowerzyści
2018,wrzesień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),11,Rowerzyści
2018,wrzesień,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),6,Rowerzyści
2018,wrzesień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),12,Rowerzyści
2018,wrzesień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),108,Rowerzyści
2018,wrzesień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),305,Rowerzyści
2018,wrzesień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),440,Rowerzyści
2018,październik,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),156,Rowerzyści
2018,październik,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),64,Rowerzyści
2018,październik,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),22,Rowerzyści
2018,październik,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",397,Rowerzyści
2018,październik,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),9,Rowerzyści
2018,październik,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),7,Rowerzyści
2018,październik,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2018,październik,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),74,Rowerzyści
2018,październik,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),200,Rowerzyści
2018,październik,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),349,Rowerzyści
2018,listopad,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),116,Rowerzyści
2018,listopad,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),26,Rowerzyści
2018,listopad,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),21,Rowerzyści
2018,listopad,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",223,Rowerzyści
2018,listopad,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),11,Rowerzyści
2018,listopad,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2018,listopad,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),39,Rowerzyści
2018,listopad,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),94,Rowerzyści
2018,listopad,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),162,Rowerzyści
2018,grudzień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),130,Rowerzyści
2018,grudzień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),21,Rowerzyści
2018,grudzień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),24,Rowerzyści
2018,grudzień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",143,Rowerzyści
2018,grudzień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),6,Rowerzyści
2018,grudzień,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2018,grudzień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2018,grudzień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),23,Rowerzyści
2018,grudzień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),71,Rowerzyści
2018,grudzień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),134,Rowerzyści
2019,styczeń,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),102,Rowerzyści
2019,styczeń,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),13,Rowerzyści
2019,styczeń,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),15,Rowerzyści
2019,styczeń,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",87,Rowerzyści
2019,styczeń,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2019,styczeń,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2019,styczeń,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2019,styczeń,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),11,Rowerzyści
2019,styczeń,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),29,Rowerzyści
2019,styczeń,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),127,Rowerzyści
2019,luty,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),88,Rowerzyści
2019,luty,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),18,Rowerzyści
2019,luty,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),13,Rowerzyści
2019,luty,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",123,Rowerzyści
2019,luty,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),6,Rowerzyści
2019,luty,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2019,luty,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2019,luty,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),21,Rowerzyści
2019,luty,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),48,Rowerzyści
2019,luty,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),121,Rowerzyści
2019,marzec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),87,Rowerzyści
2019,marzec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),29,Rowerzyści
2019,marzec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),15,Rowerzyści
2019,marzec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",184,Rowerzyści
2019,marzec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),5,Rowerzyści
2019,marzec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2019,marzec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),47,Rowerzyści
2019,marzec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),97,Rowerzyści
2019,marzec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),179,Rowerzyści
2019,kwiecień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),172,Rowerzyści
2019,kwiecień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),58,Rowerzyści
2019,kwiecień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),17,Rowerzyści
2019,kwiecień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",315,Rowerzyści
2019,kwiecień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),8,Rowerzyści
2019,kwiecień,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2019,kwiecień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2019,kwiecień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),81,Rowerzyści
2019,kwiecień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),225,Rowerzyści
2019,kwiecień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),328,Rowerzyści
2019,maj,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),159,Rowerzyści
2019,maj,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),62,Rowerzyści
2019,maj,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),37,Rowerzyści
2019,maj,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",348,Rowerzyści
2019,maj,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),15,Rowerzyści
2019,maj,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),11,Rowerzyści
2019,maj,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),14,Rowerzyści
2019,maj,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),146,Rowerzyści
2019,maj,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),238,Rowerzyści
2019,maj,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),396,Rowerzyści
2019,czerwiec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),247,Rowerzyści
2019,czerwiec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),135,Rowerzyści
2019,czerwiec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),42,Rowerzyści
2019,czerwiec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",523,Rowerzyści
2019,czerwiec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),12,Rowerzyści
2019,czerwiec,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2019,czerwiec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),14,Rowerzyści
2019,czerwiec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),247,Rowerzyści
2019,czerwiec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),438,Rowerzyści
2019,czerwiec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),634,Rowerzyści
2019,lipiec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),244,Rowerzyści
2019,lipiec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),115,Rowerzyści
2019,lipiec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),44,Rowerzyści
2019,lipiec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",468,Rowerzyści
2019,lipiec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),11,Rowerzyści
2019,lipiec,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),7,Rowerzyści
2019,lipiec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),7,Rowerzyści
2019,lipiec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),186,Rowerzyści
2019,lipiec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),405,Rowerzyści
2019,lipiec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),565,Rowerzyści
2019,sierpień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),218,Rowerzyści
2019,sierpień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),105,Rowerzyści
2019,sierpień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),52,Rowerzyści
2019,sierpień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",434,Rowerzyści
2019,sierpień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),11,Rowerzyści
2019,sierpień,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),12,Rowerzyści
2019,sierpień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2019,sierpień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),188,Rowerzyści
2019,sierpień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),439,Rowerzyści
